SKU,Product_Name,Category,Supplier,Stock_Qty,Reorder_Level,Unit_Cost,Warehouse,Last_Restock,Status
SKU-501393,,Office,PrimeSource,N/A,92,447.27,WH-ADE,2022-04-21,In Stock
SKU-501394,Product  1395,Electronics,PrimeSource,877,9999,847.38,Warehouse 1,21.09.2021,In Stock
SKU-501395,Product 1396,,Global Parts,251,149,-250,WH-bne,07-10-2021,In Stock
SKU-501396,Product 1397,Accessories,Metro Goods,286,128,729.79,WH-PER,NA,Available
SKU-501397,Product 1398,Office,PrimeSource,N/A,126,1766.13,WH-SYD,30 May 2022,In Stock
SKU-501398,Product 1399,Electronics,Nova Wholesale,362,43,1061.62,WH-MEL,2026/05/26,In Stock
SKU-500585,Product 586,electronics,Global Parts ,"1,200","1,000",10O.50,WH-ADE,2025/00/12,In Stock
SKU-501400,Product 1401,N/A,Apex,334,88,1550.16,Warehouse 1,2021-10-29,In Stock
SKU-501124,Product 1125,Software,Global Parts,,50 units,"1.299,50",WH-MEL,?,LOW STOCK 
SKU-501402,Product 1403,Office,Metro Goods,854,86,1753.03,WH-PER,26/02/2022,In Stock
SKU-501403,Product 1404,Home,Metro Goods,280,23,1988.5,WH-MEL,2021-03-27,In Stock
SKU-????,Product 1405,ELECTRONICS ,Metro Goods,10,47,1352.44,WH-ADE,2022/05/25,Low Stock
12345,Product 1406,Office,Apex Supply,NaN,52,FREE,WH-ADE,02.12.2023,outofstock
SKU-501406,Product 1407,Electronics,Global Parts,318,126,1142.32,WH-MEL,2024/10/31,In Stock
SKU-501407,Product 1408,Office,PrimeSource,812,36,1321.35,WH-PER,-,In Stock
SKU-501408,,office supplies,PrimeSource,999999,90,415.16,WH-PER,21.05.2025,low
SKU-501409,Product 1410,Home,Metro Goods,999999,76,1536.96,ADE,31.08.2021,In Stock
SKU-501410,Product 1411,electronics,Nova Wholesale,21,76,,WH-SYD,   ,Low Stock
SKU-????,Product 1412,Office,Apex Supply,361,72,274.04,WH-SYD,2024-01-06,in stock
SKU-????,Product 1413,Home,Apex Supply,715,46,1344.72,WH-BNE,30.11.2025,In Stock
,Product 1414,office supplies,Nova Wholesale,43,150,2487.08,WH-MEL,27/07/2023,Low Stock
SKU-501414,Product 1415,Home,123,999999,107,,Warehouse 1,10.12.2021,In Stock
SKU-501415,N/A,electronics,Metro Goods,500 units,121,"1,299.50",WH-SYD,2026-02-31,In Stock
SKU-501416,Product 1417,Software,GlobalParts,473,40,2449.74,WH-BNE,04/02/2021,In Stock
SKU-501417,Product 1418,Accessories,PrimeSource,N/A,115,-250,Sydney Warehouse,N/A,INSTOCK
SKU-501418,Product 1419,Home,Metro Goods,856,twenty,768.93,WH-SYD,30.04.2024,INSTOCK
SKU 501419,Product 1420,Unknown,Vertex Trading,"1,200",65,2398.76,WH-ADE,07-16-2024,In Stock
SKU-501420,Product 1421,Accessories ,Metro Goods,-50,50 units,1701.49,WH-MEL,?,OOS
SKU-501421,Product 1422,Office,Prime Source,N/A,74,35.17,WH-SYD,13 Feb 2023,In Stock
SKU-501422,Product 1423,Office,PrimeSource,580,30,684.92,WH-ADE,04-23-2023,
SKU-501423,Product 1424,Accessories,unknown,,116,1133.09,Sydney Warehouse,N/A,In Stock
sku-501424,Product 1425,Software,Metro Goods,786,122,9999999,WH-PER,00/00/0000,In Stock
SKU-501425,Product 1426,Office,Vertex Trading,128,NaN,10O.50,WH-ADE,2023-05-02,Low Stock
SKU-501426,Product 1427,N/A,PrimeSource,664,9999,1003.15,WH-ADE,16 Mar 2025,in stock
SKU-501427,N/A,Home,Apex Supply,550,140,"1,299.50",N/A,not-a-date,In Stock
SKU-501428,Product 1429,N/A,Metro Goods,ten,142,2333.34,WH-PER,25/04/2025,In Stock
SKU-501429,Product 1430,Electronics,Apex Supply,-50,1O,1161.05,Melbourne WH,09-13-2025,In Stock
SKU-501430,???,accessory,N/A,184,9999,1176.31,Melbourne WH,28 May 2021,In Stock
SKU-501431,Product 1432,Software,PrimeSource,-1,49,1180.76,WH-ADE,17 Dec 2024,In Stock
SKU-501432,Product 1433,Office,Apex Supply,,52,9999999,wh-per ,   ,In Stock
SKU-501433,Product 1434,Electronics,PrimeSource,500 units,1O,1015.81,WH-ADE,2026-02-31,outofstock
SKU-501434,Product 1435,Home,Global Parts,352,N/A,1122.51,WH-BNE,27 Nov 2023,In Stock
SKU-501435,123456,Office,Vertex Trading,-1,"1,000",59.4,WH-BNE,2021-07-10,In Stock
SKU-501436,Product 1437,Home,N/A,719,149,"1.299,50",WH-MEL,06/03/2021,In Stock
N/A,Product 1438,Accessories,PrimeSource,659,118,1396.16,WH-BNE,   ,In Stock
SKU-501438,Product 1439,N/A,Vertex Trading,999999,34,855.25,N/A,2021-02-24,In Stock
NULL,???,Accessories,Nova Wholesale,NaN,,"1.299,50",WH-PER,2022-05-14,LOW STOCK 
SKU-501440,Product 1441,Home,Metro Goods,593,119,1076.28,WH-BNE,12-06-2022,In Stock
SKU-501441,Product 1442,Electronics,Prime Source,,129,586.9,WH-MEL,2024/05/18,Not Available
SKU-501442,product_name,Accessories,Apex Supply,529,,1684.42,WH-MEL,07 Oct 2021,In Stock
SKU-501443,product_name,Electronics,PrimeSource,76,50,1183.26,WH-ADE,24/09/2021,In Stock
SKU-501444,Product 1445,Accessories ,Nova,452,116,1868.68,WH-PER,2023-04-05,In Stock
SKU 501445,Product 1446,electronics,Nova,548,15,10O.50,WH-ADE,2024/10/18,in stock
N/A,Product 1447,Electronics,PrimeSource,220,124,820.13,WH-ADE,2026-01-19,In Stock
,Product 1448,Electronics,Global Parts,-50,52,2361.36,WH-BNE, ,In Stock
SKU-501448,123456,Home & Living,Global Parts,801,127,1479.31,WH-ADE,2026-06-30,In Stock
SKU-501449,???,Accessories,Apex Supply,465,NaN,9999999,N/A,2024-07-02,In Stock
SKU-501450,???,Office,GlobalParts,440,123,1604.88,ADE,03/03/2021,In Stock
SKU-501451,Product 1452,Home,Nova Wholesale,500 units,144,921.28,wh-per ,Feb 30 2025,Low Stock
NULL,Product 1453,Office,Global Parts,465,94,315.81,ADE,02.05.2021,In Stock
NULL,???,electronic,Vertex Trading,608,"1,000",2449.01,WH-BNE,20.02.2024,In Stock
SKU-501454,Product 1455,Accessories,Global Parts,680,147,,WH-PER,,In Stock
SKU-501455,123456,Accessories,Metro Goods,NaN,0,150.95,Warehouse 1,01-10-2022,In Stock
SKU-500563,Product 1457,Accessories,Nova Wholesale,,127,706.43,WH-BNE,2026-07-07,Not Available
sku-501457,Product 1458,soft ware,Vertex Trading,500 units,twenty,500.83,WH-MEL,2021-07-18,In Stock
SKU-501458,Product 1459,Home & Living,Metro Goods,776,94,1475.58,N/A,07-25-2023,In Stock
SKU-501459,Product 1460,,PrimeSource,160,123,1986.23,WH-ADE,09-08-2024,low
SKU-501460,Product 1461,Accessories ,Global Parts,559,140,FREE,wh-per ,30.10.2025,OOS
SKU-501461,N/A,accessory,Metro Goods,773,130,-250,WH-BNE,03-25-2025,unknown
SKU-500362,Product 1463,Home & Living,unknown,500 units,87,$99.99,WH-SYD,28 Oct 2023,low
SKU-501463,Product 1464,Office,Global Parts,778,twenty,1787.25,WH-ADE,2026-13-44,low
12345,product_name,Home,Metro Goods,999999,75,891.15,WH-PER,05.04.2026,unknown
SKU-501465,product_name,Accessories,Global Parts,NaN,9999,818.31,WH-SYD,08-01-2021,In Stock
SKU-????,Product 1467,soft ware,Apex Supply,894,116,FREE,WH-ADE,,outofstock
SKU-501467,PRODUCT 1468,Software,Metro Goods,ten,65,$99.99,WH-BNE,,In Stock
SKU-501468,product 1469,Software,Vertex Trading,886,26,FREE,WH-MEL,-,In Stock
SKU-501469,Product 1470,Accessories,Vertex Trading,398,65,890.62,WH-PER,09/03/2023,outofstock
SKU-501470,Product 1471,Software,Nova Wholesale,999999,24,1426.23,WH-MEL,2022/08/24,In Stock
12345,Product 1472,Software,Apex,548,144,AUD 500,WH-bne,02.12.2022,in stock
SKU-501472,Product 1473,accessory,Vertex Trading,NaN,0,506.92,ADE,-,Low Stock
N/A,123456,Office,Metro Goods,759,149,1860.57,,2021-02-07,1
SKU-501474,Product 1475,Accessories,Apex Supply,59,74,"2 500,00",WH-SYD,not-a-date,Low Stock
SKU-501475,Product 1476,Unknown,Metro Goods,150,90,N/A,WH-ADE,32 Jan 2025,In Stock
SKU-501476,Product,N/A,Global Parts,1O0,90,"1.299,50",WH-PER,04-18-2026,In Stock
SKU-500572,Product 1478,Home,Nova Wholesale,N/A,15,2439.68,WH-BNE,09-25-2023,In Stock
SKU-501478,Product 1479,Software,Metro Goods,1O0,100,523.55,WH-SYD,07.01.2026,In Stock
SKU-501479,Unknown Item,,PrimeSource,-1,93,867.97,WH-MEL,none,In Stock
N/A,Product,Accessories ,GlobalParts,318,37,"1.299,50",Melbourne WH,N/A,In Stock
SKU 501481,Product 1482,Electronics,Nova Wholesale,267,48,150.05,Warehouse 1,2023/05/22,In Stock
SKU-501482,Product 1483,Home & Living,Global Parts,102,95,896.58,WH-MEL,06.10.2024,INSTOCK
SKU-500042,Product 43,Accessories,Apex Supply,382,29,321.89,WH-ADE,13/13/26,In Stock
SKU-501484,Product 1485,Home,,683,77,1937.68,WH-ADE,28 Sep 2026,In Stock
SKU-501485,Product 1486,Software,Apex Supply,160,23,1064.53,ADE,2024-06-10,
SKU-501486,Product 1487,Accessories,PrimeSource,"1,200","1,000",1722.55,WH-PER, ,low
SKU-501487,Product 1488,ELECTRONICS ,Apex Supply,ten,46,1976.21,WH-SYD,N/A,Not Available
SKU 501488,Product 1489,Electronics,PrimeSource,872,141,176.01,WH-MEL,12.03.2025,In Stock
SKU-501489,Product 1490 ,electronic,Metro Goods,N/A,29,1957.9,Melbourne WH,02.07.2022,LOW STOCK 
SKU-501490,Product 1491,Accessories,Vertex Trading,586,64,2181.79,WH-MEL,missing,In Stock
SKU-501491,Product 1492,Electronics,PrimeSource,525,80,335.01,WH-PER,2024-08-27,INSTOCK
SKU-501492,,Electronics,PrimeSource,349,17,274.83,WH-BNE,16.09.2023,In Stock
SKU-501218,Product,Office,unknown,NaN,133,459.31,WH-BNE,2023-07-20,In Stock
SKU-501494,N/A,Electronics,Metro Goods,374,50 units,782.62,wh-per ,06-04-2025,In Stock
SKU-501495,Product 1496,Software,Apex Supply,999999,106,"2 500,00",ADE,11.04.2023,In Stock
SKU-501496,Product 1497,electronic,Metro Goods,606,N/A,2294.26,WH-SYD,Feb 30 2025,In Stock
SKU-501497,PRODUCT 1498,accessory,unknown,999999,114,1381.09,SYD,2026-03-12,In Stock
SKU-501498,Product 1499,OFFICE,Apex Supply,123,31,682.7,WH-BNE,27 Apr 2023,In Stock
SKU-501499,Product 1500,Software,PrimeSource,836,103,186.33,WH-MEL,2024/07/17,In Stock
NULL,Product 1501,Electronics,PrimeSource,587,22,2476.16,WH-ADE,02 Aug 2023,outofstock
SKU-501501,N/A,Home,Prime Source,500 units,99,439.29,WH-SYD,04-02-2023,0
SKU-501502,Product 1503,N/A,Apex Supply,999999,116,N/A,WH-ADE,21.06.2023,In Stock
SKU-501503,Product 1504,Accessories,PrimeSource,680,49,1405.76,WH-MEL,2025/11/24,In Stock
N/A,Product 1505,Accessories,PrimeSource,880,110,898.95,WH-SYD,null,In Stock
SKU-500207,Product 208,ELECTRONICS ,PrimeSource,275,119,775.18,ADE,21.08.2026,In Stock
N/A,,Home,Vertex Trading,999999,43,429.25,WH-MEL,20.12.2025,low
SKU-501507,Product 1508,Accessories,Metro Goods,302,NaN,"2 500,00",WH-ADE,?,In Stock
,Product 1509,Software,Nova,208,124,36.12,WH-BNE,16.09.2024,In Stock
SKU-501509,Product 1510,Software,Apex Supply,-1,17,AUD 500,WH-ADE, ,In Stock
,123456,Home & Living,GlobalParts,732,25,1325.6,WH-SYD,02-01-2024,outofstock
SKU-500690,Product 691,Office,Vertex Trading,640,111,381.38,wh-per ,2023-02-01,
SKU-501512,123456,Office,Vertex Trading,661,101,262.04,WH-PER,02 Sep 2023,In Stock
SKU-500824,Product 825,Office,Metro Goods,141,149,1108.47,Warehouse 1,20/07/2025,outofstock
12345,Product 1515,Accessories,Metro Goods,708,71,N/A,WH-bne,14/10/2023,Available
SKU-501515,Product 1516,Software,Prime Source,22,54,2136.31,WH-BNE,?,Low Stock
SKU-501516,Product 1517,Home,GlobalParts,483,53,-250,WH-ADE,NULL,In Stock
sku-501517,Product 1518,Home,Apex Supply,136,0,927.84,WH-ADE,2025/09/24,low
SKU-501518,Product 1519,Accessories,unknown,86,38,990.81,N/A,2021-07-04,In Stock
SKU-501519,Product 1520,Electronics,Nova,210,81,USD 120,WH-MEL,2022-08-15,In Stock
N/A,Product 1521,Accessories ,Metro Goods,793,9999,$99.99,WH-BNE,22.07.2023,
SKU-501521,Product 1522,Office,Apex Supply,,45,1901.7,wh-per ,not-a-date,In Stock
SKU-501522,N/A,Home,Metro Goods,600,129,1269.07,WH-BNE,Feb 30 2025,unknown
SKU-501523,123456,ELECTRONICS ,Apex,N/A,NaN,232.56,WH-ADE,2026-08-23,unknown
SKU-501524,Product 1525,Office,Apex Supply,109,0,9999999,WH-ADE,2021-11-28,0
SKU-501525,Product 1526,Electronics,Nova Wholesale,601,75,1309.94,WH-BNE,2023-06-05,In Stock
SKU-501526,Product 1527,Home & Living,Metro Goods,847,84,706.46,WH-ADE,2022-03-21,In Stock
12345,Product 1528,Software,Global Parts,1O0,140,395.88,WH-SYD,2025-03-14,In Stock
sku-501528,Product 1529,Office,Vertex Trading,246,"1,000",1324.54,WH-PER,2024/02/01,In Stock
SKU-501529,123456,N/A,Global Parts,830,106,1083.39,N/A,25 Jun 2022,In Stock
SKU-500041,product_name,soft ware,Vertex Trading,347,92,AUD 500,WH-MEL,13/13/26,In Stock
SKU-501531,PRODUCT 1532,Office,Metro Goods,75,132,75.36,WH-BNE,2024/07/08,Low Stock
SKU 501532,Product 1533,Accessories,Apex Supply,588,33,$99.99,WH-MEL,00/00/0000,In Stock
SKU-501533,Product 1534,Accessories,PrimeSource,0.5,26,1268.49,WH-BNE,2024-03-04,In Stock
SKU-501534,product_name,N/A,Metro Goods,696,48,1681.85,WH-ADE,15 Sep 2025,N/A
SKU-501535,Product 1536,,Nova Wholesale,426,27,-250,Warehouse 1,2025-07-17,In Stock
SKU-501536,Product 1537,Office,Apex Supply,508,NaN,118.52,ADE,31 Jul 2021,In Stock
NULL,Product 1538,Home,GlobalParts,-1,50 units,USD 120,WH-BNE,11-11-2024,outofstock
12345,Unknown Item,electronic,Global Parts,134,53,242.13,WH-ADE,29/05/2025,INSTOCK
SKU-501539,Product 1540,Home,Metro Goods,213,54,"2 500,00",SYD,none,In Stock
SKU-501540,???,Electronics,VERTEX TRADING,383,9999,1116.41,WH-SYD,01-20-2021,unknown
SKU-501541,Product 1542,Electronics,Global Parts,431,113,USD 120,WH-PER,2021-07-12,
,123456,Software,Global Parts,N/A,65,-250,WH-PER,04/02/2026,In Stock
SKU-501543,Product 1544,Electronics,Apex Supply,699,1O,"1,299.50",unknown,missing,0
SKU-501544,Product 1545,Software,PrimeSource,-50,88,778.99,unknown,01/04/2023,Available
12345,Product 1546,office supplies,Global Parts,573,134,663.18,Warehouse 1,,LOW STOCK 
SKU 501546,product_name,Software,Nova,834,48,702.81,WH-PER,2021/09/23,In Stock
NULL,Product 1548,electronic,PrimeSource,"1,200",N/A,1891.97,ADE,02.10.2021,In Stock
SKU-501548,Product 1549,Software,GlobalParts,337,47,107.45,Sydney Warehouse,null,OOS
SKU-501549,Product 1550,Electronics,Global Parts,1O0,86,157.54,WH-SYD,not-a-date,In Stock
SKU-501550,Product 1551,Office,unknown,682,-10,452.94,WH-SYD,14 Jul 2026,1
sku-501551,Product 1552,Software,,NaN,28,445.04,unknown,07-24-2021,In Stock
SKU-501552,Product 1553,Electronics,Vertex Trading,603,50 units,USD 120,WH-SYD,28/08/2024,OOS
SKU-501553,123456,Electronics,PrimeSource,N/A,69,1405.41,Warehouse 1,05-17-2025,Low Stock
SKU-501554,Product 1555,Accessories,GlobalParts,12,50 units,N/A,WH-SYD,N/A,Low Stock
sku-501555,Product 1556,Home & Living,Global Parts,822,112,688.7,N/A,2025-07-30,In Stock
SKU-501556,Product 1557,Office,unknown,487,-10,1519.76,WH-ADE,14/04/2021,In Stock
SKU-501557,Product 1558,Software,Apex Supply,515,89,1071.13,WH-BNE,13/13/26,OOS
SKU-501558,N/A,Accessories,Apex,331,133,9999999,WH-MEL,19 Feb 2023,In Stock
SKU-501559,Product 1560,Home,Global Parts,213,48,FREE,WH-ADE,2025/01/25,In Stock
SKU-501560,Product 1561,Accessories,Apex Supply,857,80,825.28,SYD,not-a-date,In Stock
SKU-501561,???,Electronics,Metro Goods,194,112,474.42,WH-ADE,2025/10/15,In Stock
12345,Product 1563,N/A,Nova Wholesale,,137,"1,299.50",WH-bne,13/13/26,In Stock
NULL,Product 1564,Electronics,Apex Supply,555,63,130.0,WH-ADE,08-13-2022,In Stock
SKU-501564,???,Electronics,PrimeSource,48,85,2022.66,Warehouse 1,04.05.2021,Low Stock
SKU-501565,Product 1566,Unknown,Vertex Trading,562,1O,1606.23,WH-SYD,2022-11-30,In Stock
SKU-501566,Product 1567,Office,Nova Wholesale,561,75,"1,299.50",WH-SYD,not-a-date,0
SKU-501567,Product 1568,Accessories,Metro Goods,N/A,,2493.37,Melbourne WH,2024/01/28,In Stock
SKU-501568,Product 1569,N/A,Vertex Trading,667,130,888.61,WH-ADE,null,In Stock
SKU-500719,Product 720,Electronics,Vertex Trading,1O0,87,318.28,WH-MEL,23 Dec 2021,In Stock
SKU 501570,Product 1571,Electronics,Metro Goods,176,1O,-250,WH-MEL,17.08.2024,In Stock
SKU-501571,Product 1572,Electronics,Prime Source,1O0,35,318.71,,31/10/2022,INSTOCK
,Product 1573,Accessories,Nova,840,72,-250,WH-MEL,2025/05/06,low
SKU 501573,Product 1574,Electronics,PrimeSource,532,N/A,1153.64,WH-MEL,14/09/2025,In Stock
SKU-501574,Product 1575,soft ware,GlobalParts,469,70,N/A,WH-PER,2025/02/12,In Stock
SKU-501575,Product 1576,Home,Vertex Trading,243,78,2486.04,WH-PER,02/08/2026,In Stock
SKU-501576,Product 1577,Electronics,Apex Supply,500 units,131,,WH-SYD,21 Apr 2024,In Stock
SKU-501577,Product 1578,Software,Nova Wholesale,810,123,2275.64,WH-SYD,2021-11-24,Available
SKU-501578,Product 1579,Office,Apex Supply,-50,21,2308.23,WH-bne,2022/02/11,In Stock
SKU-501579,Product 1580,Accessories,Nova Wholesale,608,26,AUD 500,unknown,none,In Stock
SKU-501580,Product 1581,Software,Metro Goods,NaN,NaN,314.72,WH-ADE,22.09.2026,In Stock
SKU-501581,Product 1582,Home,Nova Wholesale,604,57,1449.43,WH-SYD,07-02-2023,low
SKU-501582,Product 1583,Accessories,GlobalParts,"1,200",19,440.6,WH-BNE,2021-06-09,In Stock
SKU-501583,Product 1584,N/A,Apex Supply,474,26,1789.89,WH-SYD,   ,In Stock
SKU-501584,,OFFICE,apex supply,N/A,116,"1.299,50",WH-PER,11/09/2026,In Stock
SKU-501585,Product 1586,Software,Nova Wholesale,72,22,763.31,ADE,04-13-2022,In Stock
SKU-501586,Product 1587,Office,Prime Source,218,129,1928.91,WH-MEL,31/02/2026,
SKU-501587,Product 1588,Electronics,Global Parts,118,17,417.05,WH-BNE,28 Jan 2025,In Stock
N/A,123456,office supplies,Metro Goods,160,72,1055.38,WH-SYD,23.11.2024,In Stock
SKU-501589,Product 1590,Software,Vertex Trading,160,103,1713.65,WH-SYD,10.09.2024,In Stock
SKU-501590,Product 1591,Accessories,Apex Supply,158,56,"1,299.50",WH-BNE,2021/10/30,In Stock
SKU-501591,Product 1592,OFFICE,N/A,529,93,579.99,WH-MEL,23 Apr 2021,In Stock
SKU-500994,Product 1593,Electronics,Nova,865,80,906.01,WH-PER,19 Aug 2024,In Stock
SKU-501593,Product 1594,Electronics,GlobalParts,510,twenty,FREE,WH-SYD,2022-02-12,In Stock
SKU-501594,Product 1595,Accessories,PrimeSource,348,77,622.8,WH-MEL,13.04.2026,In Stock
SKU-501595,Product 1596,Accessories,123,319,30,N/A,WH-ADE,N/A,In Stock
SKU-501596,N/A,Office,PrimeSource,466,66,1736.79,WH-BNE,2022-01-14,In Stock
SKU-501597,Product 1598,Electronics,PrimeSource,109,92,930.99,WH-SYD,26 Jul 2026,0
SKU-501598,N/A,Electronics,Metro Goods,358,122,1799.29,wh-per ,,outofstock
SKU-501535,Product 1536,,Nova Wholesale,426,27,-250,Warehouse 1,2025-07-17,In Stock
SKU-501600,N/A,N/A,,884,106,443.83,WH-MEL,19/06/2025,Not Available
SKU-501601,Product 1602,office supplies,unknown,199,132,2238.57,WH-ADE,2025-03-30,In Stock
SKU-501602,Product 1603,Office,Global Parts,733,138,1851.32,wh-per ,2021/08/11,in stock
SKU-501603,Product 1604,,Prime Source,139,0,,SYD,32 Jan 2025,In Stock
SKU-501604,Product 1605,Home,Global Parts,870,N/A,$99.99,WH-SYD,2025/00/12,In Stock
SKU-501605,Product,accessory,Prime Source,850,105,1498.27,WH-SYD,25 Aug 2023,In Stock
12345,Product 1607,ELECTRONICS ,Vertex Trading,-50,114,269.74,ADE,06-08-2026,Low Stock
SKU-501607,Product 1608,Home,Prime Source,592,87,1051.91,WH-ADE,11-03-2024,In Stock
SKU-????,Product 1609,office supplies,Nova Wholesale,335,1O,2179.41,WH-MEL,NULL,unknown
SKU-501609,N/A,Accessories,PrimeSource,785,71,2495.8,WH-PER,09-02-2021,In Stock
SKU-501610,Product 1611,Accessories,Nova Wholesale,776,26,2473.01,WH-MEL,21/11/2025,In Stock
SKU-501611,Product 1612,Software,Metro Goods ,,74,35.0,WH-BNE,09/11/2023,In Stock
SKU-501612,Product  1613,electronics,Apex Supply,0.5,116,1590.38,WH-SYD,2025-11-10,OOS
SKU-501613,Product 1614,soft ware,Apex Supply,83,112,$99.99,WH-MEL,Feb 30 2025,Low Stock
SKU-501614,Product 1615,Electronics,Apex Supply,NaN,20,1677.23,WH-MEL,31.12.2021,In Stock
SKU-501615,,Software,Vertex Trading,640,39,843.3,WH-BNE,06.05.2021,In Stock
SKU-501616,123456,soft ware,Vertex Trading,786,146,USD 120,unknown,   ,low
SKU-501617,,Office,Vertex Trading,316,78,"1.299,50",WH-PER,2026-04-02,in stock
SKU-501618,N/A,soft ware,Apex Supply,539,95,1300.53,,99-99-9999,In Stock
SKU-????,Product 1620,Accessories ,Nova Wholesale,521,1O,1905.99,WH-MEL,17.10.2022,Available
sku-501620,Product 1621,Accessories,Global Parts,117,35,AUD 500,WH-BNE,02-08-2026,In Stock
SKU-501621,Product 1622,accessory,Metro Goods,122,127,10O.50,WH-ADE, ,Low Stock
SKU-501622,Product 1623,OFFICE,Nova,189,80,331.29,SYD,2022-07-31,In Stock
NULL,Product 1624,Home,Nova Wholesale,NaN,66,"2 500,00",,07/06/2023,In Stock
SKU-501624,Product 1625,Software,Nova Wholesale,999999,70,AUD 500,WH-SYD,15.09.2024,low
SKU-501625,Product 1626,Electronics,Global Parts,89,115,1467.49,Melbourne WH,21 Dec 2023,Low Stock
SKU-500851,Product 852,Software,Nova Wholesale,822,67,1132.06,WH-ADE,2026/05/11,in stock
N/A,???,Electronics,Vertex Trading,863,75,"2 500,00",WH-MEL,2025/06/14,In Stock
SKU-501628,123456,Office,PrimeSource,57,60,1288.73,WH-SYD,04-23-2021,Low Stock
,???,Office,Apex Supply,894,,$99.99,WH-BNE,2024/11/15,In Stock
SKU-501630,Product 1631,Office,Metro Goods,577,64,1683.03,WH-ADE,   ,In Stock
SKU-501631,Product 1632,Office,Apex Supply,208,9999,216.65,WH-SYD,16.06.2022,
SKU-501632,Product 1633,Accessories ,Nova,104,29,"1,299.50",WH-PER,09 Jan 2023,outofstock
SKU-501633,Product 1634,Software,Vertex Trading,-50,93,10O.50,WH-MEL,05.05.2022,outofstock
SKU 501634,Product 1635,Software,Metro Goods,-50,80,85.35,WH-PER,31.07.2026,In Stock
SKU-501635,Product 1636,Electronics,PrimeSource,845,87,1275.39,WH-ADE,2026-13-44,In Stock
SKU-501636,Product 1637,electronic,unknown,135,47,258.83,WH-ADE,2025/02/15,In Stock
SKU-500419,Product 420,Home,Vertex Trading,444,93,"1,299.50",unknown,10 Dec 2022,In Stock
SKU-501638,Product 1639,electronic,Apex Supply,0.5,45,1578.25,WH-PER,10.08.2026,In Stock
SKU 501639,Product 1640,electronic,Nova Wholesale,821,0,AUD 500,WH-MEL,2026/04/14,1
SKU-????,Product 1641,N/A,Vertex Trading,676,64,-250,WH-MEL,09.09.2023,outofstock
SKU-501641,Product 1642,soft ware,GlobalParts,777,124,N/A,ADE,null,INSTOCK
SKU-501642,Product 1643,N/A,Nova Wholesale,621,46,934.28,Melbourne WH,22.09.2026,in stock
SKU-501549,Unknown Item,ELECTRONICS ,Metro Goods,,52,2147.27,WH-PER,11-20-2024,unknown
SKU-501644,Product 1645,Home & Living,Vertex Trading,230,N/A,FREE,WH-SYD,2025/05/23,In Stock
SKU-????,product_name,,PrimeSource,113,twenty,,WH-PER,06-17-2023,N/A
SKU-501646,Product 1647,Home,Apex Supply,863,64,FREE,WH-BNE,23 May 2025,1
SKU-501647,123456,electronics,Metro Goods,568,108,FREE,WH-ADE,2025/00/12,In Stock
SKU-501648,N/A,Home,Apex Supply,,104,"1.299,50",WH-PER,03 Jan 2023,In Stock
SKU-501649,Product,Accessories,Apex Supply,,19,1140.14,WH-BNE,00/00/0000,in stock
SKU 501650,Product 1651,Electronics,Apex Supply,500 units,0,646.44,Melbourne WH,18.09.2023,
SKU-501651,Product 1652,OFFICE,PrimeSource,289,96,,WH-MEL,02-02-2024,In Stock
